decode_length,log_decode_length,prefill_time,decode_time,total_time,longest_op,longest_op_time
32,5.0,2.8193626403808594,0.9288299083709717,3.748192548751831,lm_head,0.00048822399973869323
64,6.0,0.7419672012329102,1.7054634094238281,2.4474306106567383,lm_head,0.0004870400130748749
128,7.0,0.7438771724700928,3.456589460372925,4.200466632843018,lm_head,0.0004875519871711731
256,8.0,0.7433276176452637,7.025495767593384,7.7688233852386475,lm_head,0.00048665601015090943
512,9.0,0.744020938873291,14.434998273849487,15.179019212722778,kv_cache_allocation,0.0005051839947700501
1024,10.0,0.7472355365753174,30.453807830810547,31.201043367385864,kv_cache_allocation,0.0006969599723815918
